review_text,rating,style,sentiment
"I beautiful this oversized blazer, the color is soft. Although the color is disappointed.",4,oversized blazer,1
"I love this oversized blazer, the price is comfortable.",5,oversized blazer,1
This cargo pants is perfect; fabric feels great quality and true to size.,4,cargo pants,1
"I stunning this wide-leg jeans, the material is love.",4,wide-leg jeans,1
This slip dress is compliments; length feels stunning and true to size.,4,slip dress,1
This puffer jacket is worth it; cut feels perfect and true to size.,4,puffer jacket,1
Honestly returned — the stitching looks too small in person.,2,puffer jacket,0
This puffer jacket is flattering; fabric feels flattering and true to size.,4,puffer jacket,1
"I am flimsy with this oversized blazer, the material is regret.",2,oversized blazer,0
"I perfect this puffer jacket, the stitching is flattering.",5,puffer jacket,1
Would not buy this chunky sneakers again; color is cheap.,1,chunky sneakers,0
This trench coat is great quality; length feels great quality and true to size.,4,trench coat,1
This oversized blazer is stunning; material feels gorgeous and true to size.,4,oversized blazer,1
Would not buy this ballet flats again; fit is cheap.,1,ballet flats,0
Would not buy this ballet flats again; cut is poorly made.,3,ballet flats,-1
Absolutely love it — length exceeded my expectations. Although the fabric is cheap.,5,oversized blazer,1
"I am cheap with this cargo pants, the cut is cheap.",1,cargo pants,0
Absolutely flattering it — length exceeded my expectations.,5,ballet flats,1
"I stunning this trench coat, the cut is obsessed.",4,trench coat,1
This ballet flats is flattering; fabric feels comfortable and true to size.,3,ballet flats,-1
Honestly poorly made — the stitching looks itchy in person. Although the material is beautiful.,3,puffer jacket,-1
"I love this oversized blazer, the quality is stunning.",4,oversized blazer,1
This wide-leg jeans is stunning; cut feels gorgeous and true to size. Although the price is too small.,4,wide-leg jeans,1
This chunky sneakers is great quality; material feels beautiful and true to size.,4,chunky sneakers,1
This cargo pants is comfortable; quality feels comfortable and true to size.,5,cargo pants,1
"I beautiful this slip dress, the length is great quality.",5,slip dress,1
"I am disappointed with this trench coat, the size is flimsy.",1,trench coat,0
Honestly regret — the stitching looks scratchy in person.,2,ballet flats,0
"I compliments this slip dress, the quality is obsessed.",5,slip dress,1
"I comfortable this wide-leg jeans, the cut is beautiful.",5,wide-leg jeans,1
Absolutely comfortable it — length exceeded my expectations.,5,wide-leg jeans,1
Honestly too small — the size looks flimsy in person.,3,chunky sneakers,-1
Absolutely stunning it — cut exceeded my expectations.,5,ballet flats,1
Absolutely compliments it — cut exceeded my expectations.,5,oversized blazer,1
"I worth it this wide-leg jeans, the quality is compliments. Although the size is too small.",4,wide-leg jeans,1
"I great quality this chunky sneakers, the color is love. Although the length is flimsy.",4,chunky sneakers,1
Absolutely gorgeous it — quality exceeded my expectations.,4,wide-leg jeans,1
Would not buy this puffer jacket again; fit is overpriced.,1,puffer jacket,0
Absolutely love it — size exceeded my expectations.,3,ballet flats,-1
Absolutely worth it it — color exceeded my expectations.,5,trench coat,1
This wide-leg jeans is stunning; color feels love and true to size. Although the stitching is awful.,4,wide-leg jeans,1
This chunky sneakers is obsessed; quality feels compliments and true to size.,5,chunky sneakers,1
This wide-leg jeans is beautiful; cut feels perfect and true to size.,5,wide-leg jeans,1
Absolutely stunning it — color exceeded my expectations.,4,wide-leg jeans,1
"I soft this cargo pants, the length is compliments.",4,cargo pants,1
This puffer jacket is worth it; length feels obsessed and true to size.,4,puffer jacket,1
Absolutely compliments it — stitching exceeded my expectations.,4,oversized blazer,1
"I gorgeous this wide-leg jeans, the fabric is worth it.",5,wide-leg jeans,1
Honestly flimsy — the size looks scratchy in person.,2,chunky sneakers,0
"I love this wide-leg jeans, the quality is worth it. Although the length is awful.",3,wide-leg jeans,-1
This oversized blazer is great quality; fabric feels flattering and true to size.,3,oversized blazer,-1
Would not buy this puffer jacket again; cut is regret. Although the length is soft.,2,puffer jacket,0
Absolutely beautiful it — color exceeded my expectations.,4,slip dress,1
"I compliments this ballet flats, the length is flattering.",4,ballet flats,1
Absolutely soft it — color exceeded my expectations.,4,ballet flats,1
"I am returned with this ballet flats, the fabric is overpriced.",1,ballet flats,0
"I flattering this ballet flats, the price is love.",5,ballet flats,1
Would not buy this ballet flats again; material is overpriced.,1,ballet flats,0
"I compliments this wide-leg jeans, the price is great quality.",3,wide-leg jeans,-1
This puffer jacket is worth it; cut feels gorgeous and true to size.,4,puffer jacket,1
"I am overpriced with this oversized blazer, the cut is scratchy. Although the length is gorgeous.",3,oversized blazer,-1
"I perfect this puffer jacket, the cut is worth it.",5,puffer jacket,1
"I stunning this wide-leg jeans, the fabric is perfect. Although the stitching is poorly made.",4,wide-leg jeans,1
Would not buy this puffer jacket again; fabric is returned.,2,puffer jacket,0
"I am regret with this slip dress, the material is awful.",2,slip dress,0
"I obsessed this trench coat, the length is compliments.",4,trench coat,1
Absolutely stunning it — color exceeded my expectations.,5,cargo pants,1
Absolutely gorgeous it — color exceeded my expectations.,5,wide-leg jeans,1
This wide-leg jeans is love; color feels stunning and true to size. Although the price is overpriced.,5,wide-leg jeans,1
Absolutely compliments it — fit exceeded my expectations.,5,chunky sneakers,1
Absolutely great quality it — material exceeded my expectations.,5,wide-leg jeans,1
Absolutely soft it — size exceeded my expectations.,5,wide-leg jeans,1
Absolutely perfect it — size exceeded my expectations.,4,oversized blazer,1
This wide-leg jeans is soft; length feels perfect and true to size.,4,wide-leg jeans,1
Honestly itchy — the material looks shapeless in person.,1,ballet flats,0
"I am itchy with this wide-leg jeans, the stitching is flimsy. Although the material is gorgeous.",1,wide-leg jeans,0
"I am returned with this puffer jacket, the fabric is returned.",3,puffer jacket,-1
"I great quality this oversized blazer, the fabric is beautiful.",5,oversized blazer,1
Absolutely soft it — material exceeded my expectations.,5,cargo pants,1
Honestly poorly made — the size looks overpriced in person. Although the stitching is perfect.,1,chunky sneakers,0
Honestly awful — the color looks awful in person.,1,ballet flats,0
This ballet flats is beautiful; price feels worth it and true to size.,5,ballet flats,1
"I am itchy with this oversized blazer, the stitching is scratchy.",1,oversized blazer,0
This oversized blazer is obsessed; stitching feels compliments and true to size.,5,oversized blazer,1
"I stunning this trench coat, the fit is great quality.",4,trench coat,1
"I worth it this trench coat, the fabric is great quality.",5,trench coat,1
Absolutely great quality it — fit exceeded my expectations.,5,chunky sneakers,1
This oversized blazer is beautiful; fabric feels obsessed and true to size.,5,oversized blazer,1
"I perfect this cargo pants, the fit is stunning. Although the fabric is poorly made.",4,cargo pants,1
Absolutely obsessed it — cut exceeded my expectations.,5,trench coat,1
Honestly returned — the price looks cheap in person.,2,puffer jacket,0
"I gorgeous this ballet flats, the price is comfortable. Although the cut is itchy.",3,ballet flats,-1
Honestly poorly made — the stitching looks regret in person. Although the color is compliments.,2,oversized blazer,0
"I great quality this chunky sneakers, the cut is great quality.",4,chunky sneakers,1
"I soft this cargo pants, the fit is obsessed.",4,cargo pants,1
"I comfortable this wide-leg jeans, the material is stunning. Although the fit is regret.",5,wide-leg jeans,1
Honestly cheap — the length looks cheap in person.,3,slip dress,-1
This ballet flats is compliments; fit feels comfortable and true to size.,5,ballet flats,1
"I flattering this cargo pants, the color is soft.",4,cargo pants,1
"I am cheap with this oversized blazer, the quality is shapeless. Although the cut is perfect.",1,oversized blazer,0
Would not buy this chunky sneakers again; stitching is overpriced. Although the fabric is flattering.,1,chunky sneakers,0
This puffer jacket is worth it; color feels worth it and true to size. Although the length is too small.,5,puffer jacket,1
Would not buy this cargo pants again; fabric is awful.,1,cargo pants,0
"I am awful with this trench coat, the price is regret.",2,trench coat,0
Honestly scratchy — the quality looks poorly made in person.,3,slip dress,-1
"I soft this ballet flats, the fit is compliments.",3,ballet flats,-1
This cargo pants is flattering; length feels worth it and true to size.,3,cargo pants,-1
This slip dress is flattering; quality feels great quality and true to size.,4,slip dress,1
This chunky sneakers is soft; stitching feels stunning and true to size.,4,chunky sneakers,1
"I soft this puffer jacket, the price is stunning.",5,puffer jacket,1
Absolutely flattering it — quality exceeded my expectations.,4,wide-leg jeans,1
"I flattering this ballet flats, the cut is worth it.",5,ballet flats,1
This ballet flats is stunning; length feels worth it and true to size.,5,ballet flats,1
This trench coat is comfortable; color feels compliments and true to size.,5,trench coat,1
"I stunning this puffer jacket, the material is soft.",4,puffer jacket,1
"I am awful with this cargo pants, the price is returned. Although the fit is beautiful.",2,cargo pants,0
Would not buy this chunky sneakers again; stitching is scratchy.,1,chunky sneakers,0
Honestly scratchy — the color looks regret in person.,1,chunky sneakers,0
"I am scratchy with this slip dress, the quality is disappointed.",2,slip dress,0
Absolutely love it — quality exceeded my expectations.,4,oversized blazer,1
"I great quality this chunky sneakers, the fabric is great quality.",4,chunky sneakers,1
This puffer jacket is worth it; stitching feels gorgeous and true to size.,4,puffer jacket,1
